"time{s}","Gain\output"
0,0
0,0
0,0
0.1,0.1
0.2,0.199
0.3,0.2960075
0.4,0.39004995
0.5,0.4801845003125
0.6,0.565507454373125
0.7,0.645163329277511
0.8,0.718353433202763
0.9,0.784343873712754
1,0.842472916649789
1.1,0.892157621823482
1.2,0.932899688956025
1.3,0.964290455258462
1.4,0.98601499451609
1.5,0.997855276567176
1.6,0.999692355477727
1.7,0.991507564451587
1.8,0.973382705472044
1.9,0.945499231748669
2,0.908136431140171
2.1,0.861668628739477
2.2,0.80656143664061
2.3,0.743367088459618
2.4,0.672718905358114
2.5,0.595324949025818
2.6,0.511960925230629
2.7,0.423462409059409
2.8,0.330716469774463
2.9,0.234652779231547
3,0.136234292984571
3.1,0.0364475974882679
3.2,-0.0637069798402422
3.3,-0.163225398560287
3.4,-0.261109970620233
3.5,-0.356379362339013
3.6,-0.448078432685137
3.7,-0.535287809220351
3.8,-0.617133105702545
3.9,-0.692793688932482
4,-0.761510906945453
4.1,-0.822595696046745
4.2,-0.875435490414896
4.3,-0.919500364986497
4.4,-0.954348350020973
4.5,-0.979629864046115
4.6,-0.995091220722044
4.7,-1.00057717444415
4.8,-0.996032479141301
4.9,-0.981502444617675
5,-0.957132484835895
5.1,-0.923166662644639
5.2,-0.879945245514817
5.3,-0.82790129676328
5.4,-0.767556336412973
5.5,-0.699515115166116
5.6,-0.624459553859188
5.7,-0.54314190913579
5.8,-0.456377233832186
5.9,-0.365035207642533
5.99999999999999,-0.270031419945608
6.09999999999999,-0.172318192169037
6.19999999999999,-0.0728750316852758
6.29999999999999,0.027301187070142
6.39999999999999,0.12720621583065
6.49999999999999,0.225838499903176
6.59999999999999,0.322209218821273
6.69999999999999,0.415352199588661
6.79999999999999,0.504333603129691
6.89999999999999,0.588261286834434
6.99999999999999,0.666293749330755
7.09999999999999,0.737648567801598
7.19999999999999,0.801610243250691
7.29999999999999,0.857537375053083
7.39999999999999,0.904869092848862
7.49999999999999,0.943130681281776
7.59999999999999,0.971938341174552
7.69999999999999,0.99100303938855
7.79999999999999,1.00013340875013
7.89999999999999,0.999237668948229
7.99999999999999,0.988324549121625
8.09999999999999,0.967503202862081
8.19999999999999,0.936982116460188
8.29999999999999,0.897067021313621
8.39999999999999,0.848157831401007
8.49999999999999,0.79074463649885
8.59999999999999,0.72540279128592
8.69999999999999,0.652787149544218
8.79999999999998,0.573625501237291
8.89999999999998,0.488711278239253
8.99999999999998,0.398895601821291
9.09999999999998,0.305078751603161
9.19999999999998,0.208201141478953
9.29999999999998,0.109233892971166
9.39999999999998,0.00916910050513045
9.49999999999998,-0.090990113813281
9.59999999999998,-0.190239656221072
9.69999999999998,-0.287584527313807
