time,s4
13.54,0.8804565
13.55,0.8865365
13.56,0.8925285
13.57,0.8984318
13.58,0.9042458
13.59,0.9099701
13.6,0.9156039
13.61,0.9211467
13.62,0.9265979
13.63,0.931957
13.64,0.9372235
13.65,0.9423968
13.66,0.9474763
13.67,0.9524616
13.68,0.9573522
13.69,0.9621475
13.7,0.9668471
13.71,0.9714505
13.72,0.9759572
13.73,0.9803667
13.74,0.9846787
13.75,0.9888926
13.76,0.9930081
13.77,0.9970246
13.78,1.000942
13.79,1.004759
13.8,1.008477
13.81,1.012094
13.82,1.01561
13.83,1.019025
13.84,1.022338
13.85,1.02555
13.86,1.028659
13.87,1.031666
13.88,1.03457
13.89,1.03737
13.9,1.040067
13.91,1.042661
13.92,1.04515
13.93,1.047536
13.94,1.049816
13.95,1.051992
13.96,1.054063
13.97,1.056029
13.98,1.057889
13.99,1.059644
14.0,1.061293
14.01,1.062836
14.02,1.064273
14.03,1.065603
14.04,1.066828
14.05,1.067945
14.06,1.068956
14.07,1.06986
14.08,1.070657
14.09,1.071348
14.1,1.071931
14.11,1.072407
14.12,1.072776
14.13,1.073037
14.14,1.073192
14.15,1.073239
14.16,1.073178
14.17,1.073011
14.18,1.072736
14.19,1.072354
14.2,1.071864
14.21,1.071268
14.22,1.070564
14.23,1.069753
14.24,1.068834
14.25,1.067809
14.26,1.066677
14.27,1.065439
14.28,1.064093
14.29,1.062641
14.3,1.061083
14.31,1.059418
14.32,1.057648
14.33,1.055771
14.34,1.053789
14.35,1.051701
14.36,1.049507
14.37,1.047209
14.38,1.044805
14.39,1.042297
14.4,1.039684
14.41,1.036967
14.42,1.034147
14.43,1.031222
14.44,1.028194
14.45,1.025063
14.46,1.021829
14.47,1.018492
14.48,1.015054
14.49,1.011513
14.5,1.007871
14.51,1.004128
14.52,1.000284
14.53,0.9963401
14.54,0.9922957
14.55,0.9881517
14.56,0.9839085
14.57,0.9795665
14.58,0.9751261
14.59,0.9705877
14.6,0.9659518
14.61,0.9612189
14.62,0.9563893
14.63,0.9514637
14.64,0.9464424
14.65,0.941326
14.66,0.9361149
14.67,0.9308097
14.68,0.9254108
14.69,0.9199189
14.7,0.9143345
14.71,0.9086581
14.72,0.9028902
14.73,0.8970315
14.74,0.8910824
14.75,0.8850437
14.76,0.8789159
14.77,0.8726996
14.78,0.8663953
14.79,0.8600038
14.8,0.8535257
14.81,0.8469616
14.82,0.8403121
14.83,0.8335779
14.84,0.8267597
14.85,0.8198581
14.86,0.8128739
14.87,0.8058077
14.88,0.7986602
14.89,0.7914321
14.9,0.7841241
14.91,0.776737
14.92,0.7692715
14.93,0.7617283
14.94,0.7541082
14.95,0.746412
14.96,0.7386403
14.97,0.7307939
14.98,0.7228737
14.99,0.7148805
15.0,0.7068149
15.01,0.6986779
15.02,0.6904701
15.03,0.6821925
15.04,0.6738459
15.05,0.665431
15.06,0.6569488
15.07,0.6484
15.08,0.6397855
15.09,0.6311062
15.1,0.6223629
15.11,0.6135565
15.12,0.6046879
15.13,0.5957579
15.14,0.5867674
15.15,0.5777174
15.16,0.5686087
15.17,0.5594422
15.18,0.5502188
15.19,0.5409395
15.2,0.5316052
15.21,0.5222168
15.22,0.5127753
15.23,0.5032815
15.24,0.4937364
15.25,0.484141
15.26,0.4744962
15.27,0.4648031
15.28,0.4550624
15.29,0.4452753
15.3,0.4354427
15.31,0.4255656
15.32,0.4156449
15.33,0.4056817
15.34,0.3956769
15.35,0.3856315
15.36,0.3755466
15.37,0.3654231
15.38,0.355262
15.39,0.3450644
15.4,0.3348313
15.41,0.3245637
15.42,0.3142625
15.43,0.303929
15.44,0.293564
15.45,0.2831686
15.46,0.2727439
15.47,0.2622908
15.48,0.2518105
15.49,0.2413039
15.5,0.2307722
15.51,0.2202163
15.52,0.2096373
15.53,0.1990364
15.54,0.1884144
15.55,0.1777726
15.56,0.1671119
15.57,0.1564335
15.58,0.1457383
15.59,0.1350275
15.6,0.1243021
15.61,0.1135632
15.62,0.1028119
15.63,0.09204923
15.64,0.08127628
15.65,0.07049412
15.66,0.05970383
15.67,0.0489065
15.68,0.03810319
15.69,0.027295
15.7,0.01648299
15.71,0.005668256
15.72,-0.005148128
15.73,-0.01596508
15.74,-0.02678151
15.75,-0.03759635
15.76,-0.04840851
15.77,-0.05921692
15.78,-0.07002048
15.79,-0.08081812
15.8,-0.09160875
15.81,-0.1023913
15.82,-0.1131647
15.83,-0.1239279
15.84,-0.1346797
15.85,-0.1454191
15.86,-0.1561451
15.87,-0.1668566
15.88,-0.1775524
15.89,-0.1882315
15.9,-0.1988929
15.91,-0.2095355
15.92,-0.2201581
15.93,-0.2307598
15.94,-0.2413395
15.95,-0.2518962
15.96,-0.2624287
15.97,-0.272936
15.98,-0.283417
15.99,-0.2938708
16.0,-0.3042962
16.01,-0.3146923
16.02,-0.3250579
16.03,-0.335392
16.04,-0.3456936
16.05,-0.3559617
16.06,-0.3661953
16.07,-0.3763932
16.08,-0.3865545
16.09,-0.3966782
16.1,-0.4067632
16.11,-0.4168085
16.12,-0.4268132
16.13,-0.4367762
16.14,-0.4466965
16.15,-0.4565732
16.16,-0.4664051
16.17,-0.4761914
16.18,-0.4859311
16.19,-0.4956232
16.2,-0.5052666
16.21,-0.5148605
16.22,-0.5244039
16.23,-0.5338958
16.24,-0.5433352
16.25,-0.5527213
16.26,-0.562053
16.27,-0.5713295
16.28,-0.5805497
16.29,-0.5897128
16.3,-0.5988179
16.31,-0.607864
16.32,-0.6168502
16.33,-0.6257756
16.34,-0.6346393
16.35,-0.6434405
16.36,-0.6521782
16.37,-0.6608516
16.38,-0.6694597
16.39,-0.6780017
16.4,-0.6864769
16.41,-0.6948842
16.42,-0.7032228
16.43,-0.711492
16.44,-0.7196909
16.45,-0.7278186
16.46,-0.7358743
16.47,-0.7438573
16.48,-0.7517666
16.49,-0.7596016
16.5,-0.7673614
16.51,-0.7750453
16.52,-0.7826524
16.53,-0.790182
16.54,-0.7976333
16.55,-0.8050057
16.56,-0.8122982
16.57,-0.8195103
16.58,-0.8266411
16.59,-0.83369
16.6,-0.8406562
16.61,-0.8475391
16.62,-0.8543379
16.63,-0.8610519
16.64,-0.8676805
16.65,-0.874223
16.66,-0.8806788
16.67,-0.8870471
16.68,-0.8933273
16.69,-0.8995189
16.7,-0.9056211
16.71,-0.9116333
16.72,-0.917555
16.73,-0.9233856
16.74,-0.9291244
16.75,-0.9347708
16.76,-0.9403243
16.77,-0.9457844
16.78,-0.9511504
16.79,-0.9564219
16.8,-0.9615982
16.81,-0.9666789
16.82,-0.9716634
16.83,-0.9765513
16.84,-0.981342
16.85,-0.986035
16.86,-0.9906299
16.87,-0.9951263
16.88,-0.9995235
16.89,-1.003821
16.9,-1.008019
16.91,-1.012116
16.92,-1.016113
16.93,-1.020008
16.94,-1.023802
16.95,-1.027494
16.96,-1.031083
16.97,-1.03457
16.98,-1.037954
16.99,-1.041234
17.0,-1.04441
17.01,-1.047482
17.02,-1.05045
17.03,-1.053313
17.04,-1.056071
17.05,-1.058723
17.06,-1.061271
17.07,-1.063712
17.08,-1.066047
17.09,-1.068275
17.1,-1.070397
17.11,-1.072413
17.12,-1.074321
17.13,-1.076122
17.14,-1.077815
17.15,-1.079401
17.16,-1.080879
17.17,-1.082249
17.18,-1.083511
17.19,-1.084665
17.2,-1.085711
17.21,-1.086648
17.22,-1.087476
17.23,-1.088196
17.24,-1.088807
17.25,-1.089309
17.26,-1.089703
17.27,-1.089987
17.28,-1.090163
17.29,-1.090229
17.3,-1.090187
17.31,-1.090035
17.32,-1.089775
17.33,-1.089405
17.34,-1.088926
17.35,-1.088339
17.36,-1.087643
17.37,-1.086837
17.38,-1.085923
17.39,-1.084901
17.4,-1.083769
17.41,-1.08253
17.42,-1.081182
17.43,-1.079725
17.44,-1.078161
17.45,-1.076488
17.46,-1.074708
17.47,-1.07282
17.48,-1.070825
17.49,-1.068722
17.5,-1.066512
17.51,-1.064196
17.52,-1.061772
17.53,-1.059243
17.54,-1.056607
17.55,-1.053865
17.56,-1.051017
17.57,-1.048065
17.58,-1.045007
17.59,-1.041844
17.6,-1.038577
17.61,-1.035205
17.62,-1.03173
17.63,-1.028151
17.64,-1.024469
17.65,-1.020684
17.66,-1.016797
17.67,-1.012808
17.68,-1.008717
17.69,-1.004525
17.7,-1.000232
17.71,-0.9958379
17.72,-0.9913443
17.73,-0.9867511
17.74,-0.9820588
17.75,-0.9772678
17.76,-0.9723786
17.77,-0.9673917
17.78,-0.9623075
17.79,-0.9571266
17.8,-0.9518495
17.81,-0.9464766
17.82,-0.9410086
17.83,-0.9354459
17.84,-0.9297892
17.85,-0.9240389
17.86,-0.9181956
17.87,-0.9122599
17.88,-0.9062324
17.89,-0.9001136
17.9,-0.8939042
17.91,-0.8876049
17.92,-0.8812161
17.93,-0.8747386
17.94,-0.8681729
17.95,-0.8615198
17.96,-0.8547799
17.97,-0.8479538
17.98,-0.8410423
17.99,-0.8340459
18.0,-0.8269654
18.01,-0.8198016
18.02,-0.812555
18.03,-0.8052265
18.04,-0.7978167
18.05,-0.7903264
18.06,-0.7827563
18.07,-0.7751072
18.08,-0.7673798
18.09,-0.7595749
18.1,-0.7516932
18.11,-0.7437356
18.12,-0.7357028
18.13,-0.7275957
18.14,-0.719415
18.15,-0.7111615
18.16,-0.7028361
18.17,-0.6944396
18.18,-0.6859728
18.19,-0.6774365
18.2,-0.6688317
18.21,-0.6601591
18.22,-0.6514196
18.23,-0.6426141
18.24,-0.6337435
18.25,-0.6248086
18.26,-0.6158103
18.27,-0.6067496
18.28,-0.5976272
18.29,-0.5884442
18.3,-0.5792015
18.31,-0.5698999
18.32,-0.5605403
18.33,-0.5511238
18.34,-0.5416512
18.35,-0.5321236
18.36,-0.5225417
18.37,-0.5129067
18.38,-0.5032193
18.39,-0.4934807
18.4,-0.4836918
18.41,-0.4738535
18.42,-0.4639669
18.43,-0.4540329
18.44,-0.4440525
18.45,-0.4340266
18.46,-0.4239564
18.47,-0.4138428
18.48,-0.4036868
18.49,-0.3934894
18.5,-0.3832516
18.51,-0.3729744
18.52,-0.362659
18.53,-0.3523063
18.54,-0.3419172
18.55,-0.331493
18.56,-0.3210346
18.57,-0.310543
18.58,-0.3000193
18.59,-0.2894646
18.6,-0.2788798
18.61,-0.2682661
18.62,-0.2576245
18.63,-0.2469561
18.64,-0.236262
18.65,-0.2255431
18.66,-0.2148006
18.67,-0.2040356
18.68,-0.1932491
18.69,-0.1824422
18.7,-0.1716159
18.71,-0.1607714
18.72,-0.1499098
18.73,-0.139032
18.74,-0.1281393
18.75,-0.1172327
18.76,-0.1063133
18.77,-0.0953821
18.78,-0.08444031
18.79,-0.07348898
18.8,-0.0625292
18.81,-0.05156208
18.82,-0.04058871
18.83,-0.02961017
18.84,-0.01862758
18.85,-0.007642034
18.86,0.00334538
18.87,0.01433356
18.88,0.0253214
18.89,0.03630781
18.9,0.04729169
18.91,0.05827194
18.92,0.06924745
18.93,0.08021714
18.94,0.09117991
18.95,0.1021347
18.96,0.1130803
18.97,0.1240157
18.98,0.1349398
18.99,0.1458515
19.0,0.1567497
19.01,0.1676333
19.02,0.1785013
19.03,0.1893525
19.04,0.2001858
19.05,0.2110002
19.06,0.2217946
19.07,0.2325679
19.08,0.243319
19.09,0.2540468
19.1,0.2647504
19.11,0.2754285
19.12,0.2860801
19.13,0.2967042
19.14,0.3072997
19.15,0.3178655
19.16,0.3284006
19.17,0.3389039
19.18,0.3493743
19.19,0.3598109
19.2,0.3702126
19.21,0.3805782
19.22,0.3909068
19.23,0.4011974
19.24,0.4114489
19.25,0.4216603
19.26,0.4318305
19.27,0.4419585
19.28,0.4520434
19.29,0.4620841
19.3,0.4720796
19.31,0.4820288
19.32,0.4919309
19.33,0.5017847
19.34,0.5115894
19.35,0.5213439
19.36,0.5310472
19.37,0.5406984
19.38,0.5502965
19.39,0.5598405
19.4,0.5693295
19.41,0.5787625
19.42,0.5881386
19.43,0.5974568
19.44,0.6067162
19.45,0.6159158
19.46,0.6250548
19.47,0.6341322
19.48,0.6431471
19.49,0.6520985
19.5,0.6609857
19.51,0.6698076
19.52,0.6785634
19.53,0.6872523
19.54,0.6958733
19.55,0.7044256
19.56,0.7129083
19.57,0.7213205
19.58,0.7296615
19.59,0.7379303
19.6,0.7461262
19.61,0.7542483
19.62,0.7622957
19.63,0.7702678
19.64,0.7781636
19.65,0.7859824
19.66,0.7937233
19.67,0.8013857
19.68,0.8089687
19.69,0.8164716
19.7,0.8238935
19.71,0.8312339
19.72,0.8384918
19.73,0.8456666
19.74,0.8527576
19.75,0.8597639
19.76,0.8666851
19.77,0.8735202
19.78,0.8802687
19.79,0.8869298
19.8,0.8935029
19.81,0.8999873
19.82,0.9063824
19.83,0.9126874
19.84,0.9189019
19.85,0.925025
19.86,0.9310563
19.87,0.936995
19.88,0.9428407
19.89,0.9485927
19.9,0.9542503
19.91,0.9598132
19.92,0.9652806
19.93,0.970652
19.94,0.9759269
19.95,0.9811047
19.96,0.9861849
19.97,0.9911671
19.98,0.9960506
19.99,1.000835
20.0,1.00552
20.01,1.010104
20.02,1.014589
20.03,1.018972
20.04,1.023253
20.05,1.027433
20.06,1.031511
20.07,1.035485
20.08,1.039357
20.09,1.043125
20.1,1.046789
20.11,1.050349
20.12,1.053804
20.13,1.057154
20.14,1.060399
20.15,1.063538
20.16,1.066571
20.17,1.069497
20.18,1.072317
20.19,1.07503
20.2,1.077636
20.21,1.080134
20.22,1.082525
20.23,1.084807
20.24,1.086981
20.25,1.089047
20.26,1.091004
20.27,1.092852
20.28,1.094591
20.29,1.096221
20.3,1.097741
20.31,1.099152
20.32,1.100453
20.33,1.101644
20.34,1.102725
20.35,1.103696
20.36,1.104556
20.37,1.105306
20.38,1.105946
20.39,1.106475
20.4,1.106894
20.41,1.107202
20.42,1.107399
20.43,1.107485
20.44,1.107461
20.45,1.107326
20.46,1.107081
20.47,1.106724
20.48,1.106257
20.49,1.105679
20.5,1.104991
20.51,1.104192
20.52,1.103282
20.53,1.102262
20.54,1.101132
20.55,1.099891
20.56,1.098541
20.57,1.09708
20.58,1.09551
20.59,1.09383
20.6,1.09204
20.61,1.090141
20.62,1.088133
20.63,1.086015
20.64,1.083789
20.65,1.081455
20.66,1.079011
20.67,1.07646
20.68,1.073801
20.69,1.071034
20.7,1.06816
20.71,1.065179
20.72,1.062091
20.73,1.058896
20.74,1.055596
20.75,1.052189
20.76,1.048677
20.77,1.045059
20.78,1.041337
20.79,1.03751
20.8,1.033579
20.81,1.029544
20.82,1.025406
20.83,1.021165
20.84,1.016822
20.85,1.012376
20.86,1.007829
20.87,1.00318
20.88,0.9984307
20.89,0.993581
20.9,0.9886315
20.91,0.9835826
20.92,0.9784349
20.93,0.9731888
20.94,0.9678448
20.95,0.9624036
20.96,0.9568655
20.97,0.9512312
20.98,0.9455012
20.99,0.9396761
21.0,0.9337565
21.01,0.9277429
21.02,0.9216359
21.03,0.9154361
21.04,0.9091442
21.05,0.9027607
21.06,0.8962864
21.07,0.8897217
21.08,0.8830674
21.09,0.8763242
21.1,0.8694926
21.11,0.8625734
21.12,0.8555673
21.13,0.8484749
21.14,0.8412969
21.15,0.8340341
21.16,0.8266872
21.17,0.8192569
21.18,0.8117439
21.19,0.804149
21.2,0.7964729
21.21,0.7887164
21.22,0.7808802
21.23,0.7729652
21.24,0.7649721
21.25,0.7569017
21.26,0.7487548
21.27,0.7405322
21.28,0.7322347
21.29,0.7238632
21.3,0.7154184
21.31,0.7069013
21.32,0.6983126
21.33,0.6896533
21.34,0.6809241
21.35,0.6721259
21.36,0.6632597
21.37,0.6543262
21.38,0.6453264
21.39,0.6362612
21.4,0.6271315
21.41,0.6179381
21.42,0.608682
21.43,0.5993641
21.44,0.5899854
21.45,0.5805467
21.46,0.571049
21.47,0.5614933
21.48,0.5518805
21.49,0.5422115
21.5,0.5324873
21.51,0.5227089
21.52,0.5128773
21.53,0.5029933
21.54,0.4930581
21.55,0.4830727
21.56,0.4730378
21.57,0.4629547
21.58,0.4528243
21.59,0.4426476
21.6,0.4324256
21.61,0.4221594
21.62,0.4118499
21.63,0.4014982
21.64,0.3911053
21.65,0.3806722
21.66,0.3702001
21.67,0.3596898
21.68,0.3491426
21.69,0.3385594
21.7,0.3279413
21.71,0.3172893
21.72,0.3066045
21.73,0.295888
21.74,0.2851408
21.75,0.2743641
21.76,0.2635588
21.77,0.2527261
21.78,0.2418671
21.79,0.2309827
21.8,0.2200742
21.81,0.2091426
21.82,0.198189
21.83,0.1872144
21.84,0.1762201
21.85,0.165207
21.86,0.1541763
21.87,0.1431291
21.88,0.1320665
21.89,0.1209895
21.9,0.1098994
21.91,0.09879711
21.92,0.08768386
21.93,0.07656074
21.94,0.06542885
21.95,0.0542893
21.96,0.04314321
21.97,0.0319917
21.98,0.02083586
21.99,0.009676832
22.0,-0.001484284
22.01,-0.01264637
22.02,-0.0238083
22.03,-0.03496897
22.04,-0.04612726
22.05,-0.05728205
22.06,-0.06843223
22.07,-0.07957668
22.08,-0.09071429
22.09,-0.1018439
22.1,-0.1129645
22.11,-0.1240749
22.12,-0.135174
22.13,-0.1462607
22.14,-0.1573339
22.15,-0.1683924
22.16,-0.1794352
22.17,-0.1904612
22.18,-0.2014692
22.19,-0.2124582
22.2,-0.2234271
22.21,-0.2343747
22.22,-0.2452999
22.23,-0.2562017
22.24,-0.267079
22.25,-0.2779307
22.26,-0.2887556
22.27,-0.2995528
22.28,-0.3103211
22.29,-0.3210594
22.3,-0.3317667
22.31,-0.3424419
22.32,-0.3530839
22.33,-0.3636917
22.34,-0.3742642
22.35,-0.3848003
22.36,-0.395299
22.37,-0.4057592
22.38,-0.4161798
22.39,-0.4265599
22.4,-0.4368984
22.41,-0.4471942
22.42,-0.4574463
22.43,-0.4676537
22.44,-0.4778154
22.45,-0.4879303
22.46,-0.4979974
22.47,-0.5080157
22.48,-0.5179843
22.49,-0.527902
22.5,-0.5377679
22.51,-0.5475811
22.52,-0.5573404
22.53,-0.567045
22.54,-0.5766939
22.55,-0.5862861
22.56,-0.5958206
22.57,-0.6052964
22.58,-0.6147127
22.59,-0.6240685
22.6,-0.6333628
22.61,-0.6425946
22.62,-0.6517632
22.63,-0.6608675
22.64,-0.6699066
22.65,-0.6788796
22.66,-0.6877857
22.67,-0.6966238
22.68,-0.7053932
22.69,-0.7140929
22.7,-0.7227221
22.71,-0.7312798
22.72,-0.7397653
22.73,-0.7481777
22.74,-0.7565161
22.75,-0.7647796
22.76,-0.7729676
22.77,-0.781079
22.78,-0.7891132
22.79,-0.7970692
22.8,-0.8049463
22.81,-0.8127438
22.82,-0.8204607
22.83,-0.8280963
22.84,-0.83565
22.85,-0.8431208
22.86,-0.850508
22.87,-0.8578109
22.88,-0.8650288
22.89,-0.8721609
22.9,-0.8792065
22.91,-0.8861649
22.92,-0.8930353
22.93,-0.8998172
22.94,-0.9065097
22.95,-0.9131123
22.96,-0.9196242
22.97,-0.9260448
22.98,-0.9323734
22.99,-0.9386095
23.0,-0.9447523
23.01,-0.9508012
23.02,-0.9567557
23.03,-0.9626151
23.04,-0.9683788
23.05,-0.9740462
23.06,-0.9796169
23.07,-0.9850901
23.08,-0.9904653
23.09,-0.9957421
23.1,-1.00092
23.11,-1.005998
23.12,-1.010976
23.13,-1.015853
23.14,-1.02063
23.15,-1.025304
23.16,-1.029877
23.17,-1.034347
23.18,-1.038715
23.19,-1.042978
23.2,-1.047138
23.21,-1.051194
23.22,-1.055145
23.23,-1.05899
23.24,-1.062731
23.25,-1.066365
23.26,-1.069893
23.27,-1.073314
23.28,-1.076629
23.29,-1.079836
23.3,-1.082935
23.31,-1.085927
23.32,-1.08881
23.33,-1.091585
23.34,-1.09425
23.35,-1.096807
23.36,-1.099254
23.37,-1.101591
23.38,-1.103819
23.39,-1.105936
23.4,-1.107943
23.41,-1.10984
23.42,-1.111625
23.43,-1.1133
23.44,-1.114863
23.45,-1.116315
23.46,-1.117656
23.47,-1.118885
23.48,-1.120002
23.49,-1.121008
23.5,-1.121901
23.51,-1.122682
23.52,-1.123351
23.53,-1.123908
23.54,-1.124353
23.55,-1.124685
23.56,-1.124904
23.57,-1.125011
23.58,-1.125006
23.59,-1.124888
23.6,-1.124658
23.61,-1.124315
23.62,-1.12386
23.63,-1.123292
23.64,-1.122612
23.65,-1.12182
23.66,-1.120915
23.67,-1.119898
23.68,-1.118769
23.69,-1.117528
23.7,-1.116176
23.71,-1.114711
23.72,-1.113135
23.73,-1.111447
23.74,-1.109648
23.75,-1.107738
23.76,-1.105717
23.77,-1.103585
23.78,-1.101343
23.79,-1.09899
23.8,-1.096527
23.81,-1.093954
23.82,-1.091272
23.83,-1.08848
23.84,-1.085579
23.85,-1.082569
23.86,-1.079451
23.87,-1.076224
23.88,-1.07289
23.89,-1.069448
23.9,-1.065898
23.91,-1.062242
23.92,-1.058479
23.93,-1.054609
23.94,-1.050634
23.95,-1.046554
23.96,-1.042368
23.97,-1.038078
23.98,-1.033684
23.99,-1.029185
24.0,-1.024584
24.01,-1.019879
24.02,-1.015072
24.03,-1.010163
24.04,-1.005152
24.05,-1.000041
24.06,-0.9948288
24.07,-0.9895167
24.08,-0.9841051
24.09,-0.9785947
24.1,-0.9729857
24.11,-0.967279
24.12,-0.9614749
24.13,-0.9555741
24.14,-0.9495772
24.15,-0.9434847
24.16,-0.9372973
24.17,-0.9310155
24.18,-0.9246399
24.19,-0.9181713
24.2,-0.9116102
24.21,-0.9049573
24.22,-0.8982133
24.23,-0.8913787
24.24,-0.8844543
24.25,-0.8774408
24.26,-0.8703389
24.27,-0.8631491
24.28,-0.8558724
24.29,-0.8485094
24.3,-0.8410607
24.31,-0.8335272
24.32,-0.8259096
24.33,-0.8182087
24.34,-0.8104252
24.35,-0.8025598
24.36,-0.7946134
24.37,-0.7865868
24.38,-0.7784807
24.39,-0.7702959
24.4,-0.7620333
24.41,-0.7536936
24.42,-0.7452778
24.43,-0.7367866
24.44,-0.7282208
24.45,-0.7195814
24.46,-0.7108692
24.47,-0.702085
24.48,-0.6932297
24.49,-0.6843042
24.5,-0.6753094
24.51,-0.6662461
24.52,-0.6571154
24.53,-0.647918
24.54,-0.6386549
24.55,-0.629327
24.56,-0.6199352
24.57,-0.6104805
24.58,-0.6009638
24.59,-0.5913861
24.6,-0.5817482
24.61,-0.5720513
24.62,-0.5622961
24.63,-0.5524838
24.64,-0.5426152
24.65,-0.5326914
24.66,-0.5227133
24.67,-0.5126819
24.68,-0.5025983
24.69,-0.4924634
24.7,-0.4822783
24.71,-0.4720439
24.72,-0.4617612
24.73,-0.4514314
24.74,-0.4410554
24.75,-0.4306343
24.76,-0.420169
24.77,-0.4096607
24.78,-0.3991104
24.79,-0.3885191
24.8,-0.3778879
24.81,-0.3672178
24.82,-0.3565099
24.83,-0.3457654
24.84,-0.3349852
24.85,-0.3241704
24.86,-0.3133221
24.87,-0.3024414
24.88,-0.2915293
24.89,-0.280587
24.9,-0.2696156
24.91,-0.2586161
24.92,-0.2475896
24.93,-0.2365373
24.94,-0.2254602
24.95,-0.2143595
24.96,-0.2032362
24.97,-0.1920915
24.98,-0.1809265
24.99,-0.1697422
25.0,-0.1585399
25.01,-0.1473206
25.02,-0.1360854
25.03,-0.1248355
25.04,-0.113572
25.05,-0.102296
25.06,-0.09100866
25.07,-0.07971108
25.08,-0.06840441
25.09,-0.05708976
25.1,-0.04576827
25.11,-0.03444107
25.12,-0.0231093
25.13,-0.01177408
25.14,-0.0004365498
25.15,0.01090216
25.16,0.02224091
25.17,0.03357857
25.18,0.044914
25.19,0.05624608
25.2,0.06757367
25.21,0.07889563
25.22,0.09021084
25.23,0.1015182
25.24,0.1128164
25.25,0.1241046
25.26,0.1353814
25.27,0.1466459
25.28,0.1578968
25.29,0.1691331
25.3,0.1803535
25.31,0.1915571
25.32,0.2027426
25.33,0.2139089
25.34,0.225055
25.35,0.2361797
25.36,0.2472819
25.37,0.2583605
25.38,0.2694143
25.39,0.2804423
25.4,0.2914434
25.41,0.3024164
25.42,0.3133603
25.43,0.3242739
25.44,0.3351562
25.45,0.3460061
25.46,0.3568224
25.47,0.3676042
25.48,0.3783502
25.49,0.3890596
25.5,0.399731
25.51,0.4103636
25.52,0.4209562
25.53,0.4315078
25.54,0.4420172
25.55,0.4524836
25.56,0.4629057
25.57,0.4732825
25.58,0.4836131
25.59,0.4938964
25.6,0.5041313
25.61,0.5143168
25.62,0.5244519
25.63,0.5345355
25.64,0.5445667
25.65,0.5545445
25.66,0.5644678
25.67,0.5743357
25.68,0.5841471
25.69,0.593901
25.7,0.6035966
25.71,0.6132328
25.72,0.6228086
25.73,0.6323231
25.74,0.6417753
25.75,0.6511642
25.76,0.660489
25.77,0.6697487
25.78,0.6789423
25.79,0.688069
25.8,0.6971278
25.81,0.7061177
25.82,0.715038
25.83,0.7238876
25.84,0.7326658
25.85,0.7413715
25.86,0.750004
25.87,0.7585623
25.88,0.7670457
25.89,0.7754532
25.9,0.7837839
25.91,0.7920372
25.92,0.8002121
25.93,0.8083077
25.94,0.8163234
25.95,0.8242582
25.96,0.8321113
25.97,0.8398821
25.98,0.8475696
25.99,0.8551732
26.0,0.862692
26.01,0.8701253
26.02,0.8774723
26.03,0.8847323
26.04,0.8919046
26.05,0.8989883
26.06,0.9059829
26.07,0.9128876
26.08,0.9197017
26.09,0.9264246
26.1,0.9330554
26.11,0.9395936
26.12,0.9460385
26.13,0.9523894
26.14,0.9586458
26.15,0.9648069
26.16,0.9708721
26.17,0.9768409
26.18,0.9827125
26.19,0.9884865
26.2,0.9941623
26.21,0.9997391
26.22,1.005217
26.23,1.010594
26.24,1.015871
26.25,1.021047
26.26,1.026121
26.27,1.031093
26.28,1.035963
26.29,1.04073
26.3,1.045392
26.31,1.049951
26.32,1.054406
26.33,1.058755
26.34,1.062999
26.35,1.067137
26.36,1.071168
26.37,1.075093
26.38,1.078911
26.39,1.082622
26.4,1.086224
26.41,1.089718
26.42,1.093104
26.43,1.09638
26.44,1.099548
26.45,1.102605
26.46,1.105553
26.47,1.10839
26.48,1.111117
26.49,1.113733
26.5,1.116238
26.51,1.118632
26.52,1.120914
26.53,1.123084
26.54,1.125142
26.55,1.127088
26.56,1.128921
26.57,1.130641
26.58,1.132249
26.59,1.133743
26.6,1.135125
26.61,1.136393
26.62,1.137547
26.63,1.138588
26.64,1.139515
26.65,1.140328
26.66,1.141027
26.67,1.141612
26.68,1.142083
26.69,1.14244
26.7,1.142683
26.71,1.142811
26.72,1.142826
26.73,1.142726
26.74,1.142511
26.75,1.142183
26.76,1.14174
26.77,1.141183
26.78,1.140511
26.79,1.139726
26.8,1.138827
26.81,1.137813
26.82,1.136686
26.83,1.135445
26.84,1.13409
26.85,1.132622
26.86,1.13104
26.87,1.129345
26.88,1.127537
26.89,1.125616
26.9,1.123582
26.91,1.121436
26.92,1.119177
26.93,1.116807
26.94,1.114324
26.95,1.111729
26.96,1.109024
26.97,1.106207
26.98,1.103279
26.99,1.10024
27.0,1.097091
27.01,1.093832
27.02,1.090464
27.03,1.086986
27.04,1.083399
27.05,1.079703
27.06,1.075899
27.07,1.071987
27.08,1.067968
27.09,1.063841
27.1,1.059607
27.11,1.055267
27.12,1.050821
27.13,1.04627
27.14,1.041613
27.15,1.036852
27.16,1.031987
27.17,1.027018
27.18,1.021946
27.19,1.016771
27.2,1.011493
27.21,1.006115
27.22,1.000635
27.23,0.9950543
27.24,0.9893737
27.25,0.9835935
27.26,0.9777145
27.27,0.9717371
27.28,0.9656619
27.29,0.9594896
27.3,0.9532207
27.31,0.9468558
27.32,0.9403957
27.33,0.9338408
27.34,0.9271919
27.35,0.9204496
27.36,0.9136146
27.37,0.9066876
27.38,0.8996692
27.39,0.8925601
27.4,0.8853611
